Label,Degree,Comfort,Stubbornness,Number of iterations,Offeror Positive Loss,Offeror Negative Loss,Acceptor Positive Loss,Acceptor Negative Loss,Offerer Count,Acceptor Count,Offeror Success,Offeror Failure,Acceptor Success,Acceptor Failure
1,32,0.0,0.55206,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2,18,0.0,0.17824,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3,32,1.0,0.20048,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
4,18,1.0,0.46662,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
5,24,1.0,0.04339,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
6,10,1.0,0.30078,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
7,38,1.0,0.3792,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
8,14,1.0,0.2121,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
9,112,1.0,0.42423,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
10,18,1.0,0.85689,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
13,60,0.0,0.25058,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
14,28,0.0,0.36996,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
16,16,1.0,0.72622,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
17,24,0.0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,30,1.0,0.77279,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
20,28,1.0,0.79217,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
21,128,0.0,0.92616,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
22,20,0.0,0.61683,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
23,32,1.0,0.75105,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
24,30,0.0,0.27954,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
25,136,0.0,0.51615,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
26,134,1.0,0.59633,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
27,8,0.0,0.33773,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
28,24,0.0,0.72347,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
29,24,0.0,0.12427,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
30,32,1.0,0.64391,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
31,44,0.0,0.70473,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
32,10,0.0,0.66585,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
34,14,0.0,0.52859,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
35,2,1.0,0.06852,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
36,20,0.0,0.63412,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
38,16,0.0,0.15764,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
39,28,0.0,0.8221,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
40,86,0.0,0.40084,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
41,46,1.0,0.23302,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
44,10,0.0,0.16536,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
45,22,0.0,0.16408,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
46,8,0.0,0.35716,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
47,2,1.0,0.53877,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
48,42,1.0,0.18975,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
49,6,1.0,0.11866,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
50,20,0.0,0.35304,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
51,12,1.0,0.14795,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
52,2,1.0,0.9243,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
53,60,1.0,0.86279,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
54,14,1.0,0.37977,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
55,32,1.0,0.53123,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
56,154,0.0,0.36551,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
57,28,1.0,0.50883,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
58,28,1.0,0.61646,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
59,36,1.0,0.12383,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
60,14,0.0,0.94958,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
61,4,0.0,0.86796,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
62,50,0.0,0.61359,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
63,10,1.0,0.28025,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
64,12,1.0,0.7842,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
65,22,0.0,0.70845,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
66,28,0.0,0.90075,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
67,150,0.0,0.41256,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
68,16,1.0,0.17049,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
69,18,1.0,0.94544,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
70,2,1.0,0.10005,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
71,4,1.0,0.07654,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
72,46,1.0,0.79163,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
73,18,1.0,0.34278,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
75,26,0.0,0.62209,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
76,4,1.0,0.73134,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
77,10,0.0,0.29055,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
78,16,1.0,0.9107,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
79,22,1.0,0.43846,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0
80,44,0.0,0.92522,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
81,4,0.0,0.08613,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
82,66,0.0,0.60476,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
83,12,0.0,0.45398,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
